9
0.0	0.22077131	0
0.22077131	0.24912778	22
0.24912778	0.28760406	24
0.28760406	0.49358374	28
0.49358374	0.56490624	49
0.56490624	0.62562263	56
0.62562263	0.868463	62
0.868463	0.87333137	86
0.87333137	1.5	87
